ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
4982,Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_4,A
1672,Male,Yes,59,Yes,Artist,1.0,Average,3.0,Cat_6,C
8761,Female,Yes,43,No,Engineer,4.0,Average,7.0,Cat_4,A
3439,Male,No,25,No,Marketing,3.0,Low,3.0,Cat_5,D
7165,Female,No,32,No,Entertainment,1.0,Low,3.0,Cat_6,A
4622,Male,No,26,Yes,Healthcare,1.0,Low,5.0,Cat_6,D
1653,Male,Yes,69,No,Artist,0.0,Average,3.0,Cat_6,B
9336,Female,No,26,Yes,Artist,13.0,Low,2.0,Cat_6,B
905,Female,No,27,Yes,Artist,0.0,Low,3.0,Cat_7,A
10337,Female,No,40,Yes,Engineer,6.0,Low,3.0,Cat_6,D
6050,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,C
4816,Male,No,40,No,Marketing,0.0,Low,5.0,Cat_4,B
3559,Female,No,82,No,Lawyer,0.0,Low,3.0,Cat_6,D
10030,Male,Yes,59,Yes,Executive,3.0,High,4.0,Cat_6,B
1768,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_6,C
2691,Male,No,18,No,Doctor,0.0,Low,3.0,Cat_6,D
9590,Female,No,26,No,Healthcare,1.0,Low,,Cat_5,D
6891,Female,No,49,Yes,Artist,4.0,Low,1.0,Cat_6,A
6974,Male,Yes,39,Yes,Artist,10.0,Low,2.0,Cat_4,C
109,Male,Yes,51,Yes,Doctor,1.0,High,2.0,Cat_3,C
9858,Male,No,27,No,Artist,8.0,Low,4.0,Cat_6,A
320,Female,No,50,Yes,Engineer,1.0,Low,1.0,Cat_6,B
1116,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6,C
2013,Male,Yes,58,Yes,Artist,1.0,Average,2.0,Cat_6,C
642,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,D
8201,Male,Yes,22,No,Doctor,2.0,High,9.0,Cat_4,B
4577,Female,Yes,50,Yes,Executive,1.0,High,4.0,Cat_6,C
3730,Female,Yes,69,No,Artist,0.0,High,2.0,Cat_6,C
4563,Female,Yes,35,Yes,Artist,2.0,Average,2.0,Cat_6,C
9577,Male,No,39,Yes,Entertainment,1.0,Low,8.0,Cat_3,A
8987,Male,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_6,B
7624,Female,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_6,A
4199,Female,No,39,Yes,Artist,1.0,Low,1.0,Cat_6,A
7895,Male,No,61,Yes,Entertainment,1.0,Low,3.0,Cat_2,C
1887,Female,Yes,42,No,Artist,8.0,High,5.0,Cat_6,B
7174,Female,Yes,58,Yes,Engineer,1.0,Average,4.0,Cat_6,B
578,Female,No,18,No,Doctor,,Low,,Cat_6,D
6053,Female,Yes,35,Yes,Artist,3.0,Average,5.0,Cat_4,A
9876,Female,,28,No,Healthcare,3.0,Low,3.0,Cat_2,A
9368,Male,Yes,60,Yes,Doctor,0.0,Average,2.0,Cat_6,C
5320,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,C
3361,Female,No,21,No,Healthcare,,Low,5.0,Cat_6,D
2792,Female,No,48,No,Healthcare,0.0,Low,4.0,Cat_6,C
6901,Male,Yes,77,No,Lawyer,0.0,Low,,Cat_6,D
4372,Male,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_1,C
7932,Male,Yes,62,Yes,Executive,0.0,High,3.0,Cat_6,B
18,Male,Yes,67,No,Lawyer,1.0,Low,1.0,Cat_6,B
3150,Female,No,25,No,Doctor,,Low,4.0,Cat_6,D
5144,Female,No,49,Yes,Doctor,0.0,Low,1.0,Cat_6,A
8742,Male,Yes,58,No,Artist,0.0,Average,2.0,Cat_6,B
6871,Female,Yes,41,Yes,Homemaker,,High,2.0,Cat_6,C
6391,Male,No,33,No,,5.0,Low,3.0,Cat_5,D
2884,Male,Yes,46,No,Entertainment,8.0,Low,1.0,Cat_1,B
10151,Male,Yes,70,Yes,Lawyer,0.0,High,2.0,Cat_6,C
10065,Male,Yes,55,Yes,Artist,0.0,Average,3.0,Cat_6,C
2652,Male,Yes,60,Yes,Entertainment,0.0,Low,,Cat_6,D
8977,Female,Yes,49,Yes,Artist,1.0,Average,5.0,Cat_6,C
1517,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D
5677,Female,Yes,58,Yes,Artist,6.0,Low,1.0,Cat_6,C
6629,Female,No,33,Yes,Engineer,0.0,Low,3.0,Cat_6,A
835,Male,Yes,29,No,Healthcare,,High,2.0,Cat_3,D
10254,Female,No,67,No,Artist,1.0,Low,2.0,Cat_6,A
3773,Female,Yes,38,No,Engineer,,Average,2.0,Cat_4,A
2144,Male,Yes,66,Yes,Artist,0.0,High,2.0,Cat_6,B
217,Female,No,32,No,Engineer,9.0,Low,4.0,Cat_5,A
2325,Female,Yes,50,Yes,Engineer,1.0,Low,2.0,Cat_6,A
9781,Female,Yes,79,No,Lawyer,1.0,High,2.0,Cat_4,C
1459,Male,No,27,Yes,Healthcare,1.0,Low,5.0,Cat_6,D
2421,Female,No,22,No,Marketing,1.0,Low,2.0,Cat_1,D
7363,Female,No,50,Yes,Artist,8.0,Low,3.0,Cat_6,C
5944,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
9472,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
7677,Male,No,31,Yes,Artist,4.0,Low,4.0,Cat_6,A
6742,Male,Yes,80,Yes,Lawyer,,Low,1.0,Cat_6,D
7049,Female,No,29,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
5504,Male,Yes,87,No,Lawyer,0.0,Low,1.0,,A
5042,Female,Yes,60,Yes,Artist,3.0,Low,3.0,Cat_4,C
1912,Male,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6,B
2097,Male,Yes,66,No,Lawyer,1.0,Low,,Cat_4,D
7651,Male,Yes,51,No,Artist,4.0,Low,3.0,Cat_4,A
5594,Female,No,35,No,,,Low,,Cat_7,A
3732,Female,No,22,No,Doctor,3.0,Low,4.0,Cat_2,D
9152,Female,Yes,56,Yes,Artist,,High,4.0,Cat_6,C
1057,Male,No,18,No,Healthcare,0.0,Low,2.0,Cat_6,D
2086,Female,Yes,38,Yes,Marketing,9.0,Low,3.0,Cat_6,D
7623,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
2411,Male,Yes,52,No,Engineer,0.0,Average,6.0,Cat_4,B
788,Male,Yes,41,No,Engineer,0.0,Average,2.0,Cat_7,C
10088,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_4,D
7169,Female,Yes,42,Yes,Artist,,Low,1.0,Cat_6,B
78,Female,No,36,Yes,Artist,0.0,Low,1.0,Cat_2,B
230,Female,No,42,No,Homemaker,11.0,Low,,Cat_6,A
5583,Male,Yes,51,No,Artist,1.0,Low,3.0,Cat_3,A
1076,Male,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,C
9836,Female,Yes,39,Yes,Entertainment,,Average,2.0,Cat_2,B
3513,Male,No,63,Yes,Artist,0.0,Low,1.0,Cat_6,A
6279,Female,Yes,52,Yes,Artist,1.0,Low,3.0,Cat_4,A
1827,Female,No,30,No,Engineer,1.0,Low,3.0,Cat_4,A
5165,Male,No,20,No,Healthcare,,Low,5.0,Cat_7,D
5608,Female,Yes,77,No,Lawyer,1.0,Low,1.0,Cat_6,A
3560,Male,No,28,No,Healthcare,0.0,Low,5.0,Cat_4,B
9998,Male,Yes,63,Yes,Lawyer,,Low,4.0,Cat_3,A
4759,Male,No,30,No,Healthcare,0.0,Low,1.0,Cat_6,D
5823,Female,Yes,36,Yes,Artist,,Low,2.0,Cat_6,B
8733,Female,Yes,76,Yes,Artist,0.0,Average,2.0,Cat_6,C
4784,Female,Yes,61,No,Engineer,0.0,Low,1.0,Cat_6,B
4678,Male,Yes,62,Yes,,0.0,Average,3.0,Cat_6,B
4473,Male,Yes,39,Yes,Healthcare,4.0,Low,2.0,Cat_6,B
5916,Female,No,42,Yes,Artist,7.0,Low,2.0,Cat_6,C
9470,Male,No,25,Yes,Marketing,8.0,Low,3.0,Cat_6,A
9730,Male,No,52,Yes,Entertainment,1.0,Low,5.0,Cat_4,B
6999,Female,No,33,Yes,Homemaker,11.0,Low,,Cat_6,D
2124,Female,No,28,No,Healthcare,0.0,Low,4.0,Cat_3,B
2171,Female,No,43,Yes,Doctor,1.0,Low,6.0,Cat_7,C
9257,Male,Yes,38,No,Entertainment,0.0,Low,2.0,Cat_6,B
4294,Female,Yes,50,Yes,Artist,1.0,Average,2.0,Cat_6,A
10177,Male,Yes,45,Yes,Artist,7.0,Low,2.0,Cat_2,A
2508,Male,Yes,39,Yes,Entertainment,0.0,Average,4.0,Cat_3,A
57,Male,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,A
5126,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_2,D
9449,Male,Yes,56,Yes,Executive,8.0,High,5.0,Cat_6,C
8380,Male,Yes,53,Yes,Healthcare,,High,2.0,Cat_6,D
5956,Female,Yes,42,Yes,Engineer,1.0,Average,4.0,Cat_4,A
6675,Female,Yes,67,Yes,Lawyer,0.0,High,2.0,Cat_6,B
6049,Male,No,25,No,Marketing,0.0,Low,2.0,Cat_4,A
3016,Female,No,32,No,Doctor,1.0,Low,5.0,Cat_4,D
3144,Female,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_6,B
5734,Female,No,86,Yes,Lawyer,0.0,Low,1.0,Cat_3,D
2736,Male,Yes,56,,Entertainment,4.0,Average,4.0,Cat_3,C
2314,Male,Yes,71,Yes,Lawyer,2.0,Low,1.0,Cat_6,B
392,Male,Yes,79,No,Lawyer,1.0,Low,1.0,Cat_6,D
6096,Male,No,35,Yes,Artist,1.0,Low,2.0,Cat_6,B
5792,Male,Yes,86,,Lawyer,1.0,High,2.0,Cat_6,B
2409,Male,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_7,B
1412,Female,Yes,67,No,Lawyer,1.0,High,4.0,Cat_4,D
9958,Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,D
2648,Male,Yes,82,Yes,Executive,0.0,High,2.0,Cat_6,C
9232,Male,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_3,B
7393,Female,No,29,Yes,Entertainment,1.0,Low,5.0,Cat_6,A
5549,Male,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,C
9645,Female,Yes,46,Yes,Artist,1.0,Average,4.0,Cat_6,C
943,Female,No,25,No,Homemaker,1.0,Low,7.0,Cat_4,A
4308,Female,No,35,Yes,Doctor,0.0,Low,1.0,Cat_6,B
1363,Female,No,23,No,Healthcare,0.0,Low,,Cat_6,D
9954,Male,Yes,43,Yes,Doctor,4.0,Average,4.0,Cat_3,B
2958,Male,Yes,43,No,Entertainment,0.0,Average,4.0,Cat_4,D
2246,Male,No,19,No,Healthcare,4.0,Low,3.0,Cat_2,D
1435,Male,Yes,30,Yes,Artist,0.0,Average,2.0,Cat_3,C
1478,Male,Yes,49,Yes,Artist,0.0,Low,3.0,Cat_3,C
8472,Male,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,D
5172,Female,No,36,No,Engineer,0.0,Low,1.0,Cat_6,A
9274,Female,No,51,Yes,Doctor,0.0,Low,3.0,Cat_6,B
9041,Male,,53,Yes,Artist,,Average,3.0,Cat_3,C
10684,Male,No,26,Yes,Healthcare,1.0,Low,2.0,Cat_3,A
6041,Male,No,38,Yes,,3.0,Low,2.0,Cat_2,B
1330,Female,Yes,48,Yes,Artist,0.0,Average,5.0,Cat_7,C
2506,Female,Yes,55,No,Engineer,3.0,Average,2.0,Cat_6,D
9927,Female,Yes,78,No,Homemaker,,Low,1.0,Cat_6,A
5083,Female,Yes,48,Yes,Entertainment,0.0,Low,1.0,Cat_3,B
165,Female,,27,Yes,Healthcare,1.0,Low,6.0,Cat_6,C
6252,Female,Yes,37,Yes,Artist,5.0,High,3.0,Cat_6,C
8965,Male,Yes,73,No,Lawyer,0.0,High,2.0,Cat_6,B
2243,Female,Yes,72,Yes,Lawyer,0.0,High,2.0,Cat_6,C
10244,Male,Yes,62,Yes,,8.0,Average,2.0,Cat_6,C
8306,Male,Yes,66,Yes,Artist,0.0,Low,5.0,Cat_6,A
5519,Male,Yes,48,Yes,Executive,1.0,Average,4.0,Cat_6,C
4973,Female,Yes,40,No,Engineer,1.0,Average,4.0,Cat_4,A
7139,Female,Yes,36,Yes,Entertainment,7.0,Average,2.0,Cat_6,B
6478,Male,Yes,46,Yes,Artist,0.0,High,2.0,Cat_6,C
4161,Male,Yes,42,Yes,Artist,6.0,Low,3.0,Cat_6,A
1573,Female,Yes,56,Yes,Artist,1.0,Average,5.0,Cat_6,C
2716,Female,Yes,42,Yes,Doctor,6.0,Low,1.0,Cat_3,A
8327,Female,No,33,No,Engineer,0.0,Low,5.0,Cat_3,D
6088,Male,No,25,No,Healthcare,1.0,Low,5.0,Cat_4,C
7033,Male,No,31,No,Healthcare,9.0,Low,8.0,Cat_4,A
171,Female,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,D
7313,Male,No,31,No,Artist,0.0,Low,7.0,Cat_2,C
2580,Female,No,33,Yes,Engineer,,Low,5.0,Cat_7,D
4269,Male,No,18,No,Healthcare,,Low,4.0,Cat_6,D
953,Male,Yes,27,Yes,Artist,10.0,Low,2.0,Cat_3,A
1384,Male,Yes,40,Yes,Artist,0.0,Average,4.0,Cat_4,C
3356,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_3,D
2484,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
7822,Female,Yes,41,No,Healthcare,1.0,Average,4.0,Cat_6,D
6651,Male,No,33,No,Doctor,1.0,Low,4.0,Cat_4,C
8808,Male,Yes,86,No,Lawyer,0.0,Low,1.0,Cat_6,B
2412,Male,No,42,Yes,Entertainment,0.0,Low,2.0,Cat_6,B
3572,Female,No,39,No,Healthcare,0.0,Low,1.0,Cat_6,B
4760,Male,Yes,38,No,Doctor,0.0,High,4.0,Cat_6,D
246,Female,Yes,37,No,Doctor,8.0,Low,1.0,Cat_2,A
6193,Female,No,29,No,Entertainment,0.0,Low,,Cat_4,A
5283,Female,No,29,No,Marketing,4.0,Low,3.0,Cat_6,B
9845,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_2,A
3859,Male,No,27,Yes,Doctor,1.0,Low,6.0,Cat_4,D
4153,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,D
7189,Male,Yes,84,,Lawyer,1.0,Low,1.0,Cat_6,A
5599,Female,No,21,Yes,Artist,1.0,Low,2.0,Cat_6,A
351,Female,Yes,81,Yes,Lawyer,8.0,High,2.0,Cat_6,C
6360,Male,Yes,40,Yes,Artist,0.0,Average,3.0,Cat_6,A
5867,Female,No,38,Yes,Entertainment,,Low,4.0,Cat_6,A
2470,Male,No,33,No,Healthcare,4.0,Low,3.0,Cat_4,D
8280,Male,No,31,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
4415,Female,Yes,37,Yes,Artist,0.0,Average,3.0,Cat_3,A
5820,Male,No,19,No,Healthcare,0.0,Low,5.0,Cat_3,A
660,Female,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,B
8222,Female,Yes,42,Yes,Doctor,0.0,Average,4.0,Cat_6,A
9824,Female,Yes,49,Yes,Artist,,Average,3.0,Cat_7,C
3624,Male,Yes,71,Yes,Executive,1.0,High,4.0,Cat_6,B
8881,Female,No,28,No,Artist,1.0,Low,4.0,Cat_4,B
4061,Male,No,19,No,Healthcare,8.0,Low,5.0,Cat_2,D
8238,Male,Yes,55,Yes,Artist,2.0,Low,2.0,Cat_6,B
561,Male,Yes,70,Yes,Entertainment,8.0,Average,2.0,Cat_6,C
1098,Female,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6,A
1341,Male,Yes,61,No,Entertainment,1.0,Low,,Cat_6,A
462,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3,D
2120,Female,,41,No,Engineer,0.0,Low,4.0,Cat_3,A
4749,Male,No,22,No,Healthcare,9.0,Low,8.0,Cat_6,D
4543,Male,No,39,No,Entertainment,0.0,Low,4.0,Cat_6,A
9244,Female,,18,No,Healthcare,1.0,Average,3.0,Cat_7,D
3937,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_6,B
8902,Male,Yes,57,No,Engineer,1.0,Average,2.0,Cat_6,A
9902,Male,Yes,26,No,Entertainment,,High,6.0,Cat_4,D
9287,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,C
10042,Female,No,28,Yes,Homemaker,,Low,2.0,Cat_4,B
6318,Male,No,19,No,Entertainment,0.0,Low,6.0,Cat_4,A
3606,Female,,22,No,Healthcare,1.0,Low,4.0,Cat_6,D
9648,Male,Yes,43,No,Entertainment,0.0,Average,5.0,Cat_4,C
5011,Male,No,18,No,Healthcare,,Low,3.0,Cat_3,D
4676,Female,Yes,40,Yes,Doctor,1.0,Low,2.0,Cat_6,A
5601,Female,No,63,Yes,Artist,1.0,Low,2.0,Cat_6,B
2085,Male,No,53,Yes,Artist,3.0,Low,1.0,Cat_6,B
7056,Male,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_6,C
1344,Male,Yes,28,No,Entertainment,9.0,High,4.0,Cat_6,D
7650,Female,No,43,Yes,Engineer,0.0,Low,1.0,Cat_3,A
8183,Male,Yes,48,Yes,Artist,8.0,Average,2.0,Cat_6,C
10413,Male,Yes,80,Yes,Lawyer,2.0,Low,1.0,Cat_6,A
6414,Female,Yes,39,Yes,Artist,9.0,Low,,Cat_4,D
2667,Male,No,22,No,Marketing,0.0,Low,4.0,Cat_2,C
6935,Male,No,31,Yes,Doctor,3.0,Low,4.0,Cat_6,C
5602,Male,Yes,53,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
7660,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
7430,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,B
6008,Male,No,46,Yes,Artist,1.0,Low,2.0,Cat_6,B
5335,Male,No,19,No,Marketing,2.0,Low,4.0,Cat_6,C
8609,Male,Yes,41,No,Entertainment,0.0,Average,4.0,Cat_4,A
315,Female,No,27,No,Engineer,0.0,Low,2.0,Cat_6,D
3363,Male,Yes,59,Yes,Healthcare,0.0,Low,3.0,Cat_4,D
8047,Male,No,28,No,Artist,0.0,Low,2.0,Cat_6,A
2362,Male,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,A
5116,Female,Yes,35,No,Engineer,1.0,High,2.0,,D
7190,Male,No,21,No,Healthcare,,Low,4.0,Cat_6,D
8369,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
8850,Female,Yes,38,Yes,Homemaker,8.0,Average,3.0,Cat_6,B
8074,Female,Yes,45,Yes,Artist,8.0,High,5.0,Cat_6,C
2941,Female,Yes,72,Yes,Lawyer,1.0,High,4.0,Cat_2,B
407,Female,Yes,62,Yes,Artist,9.0,Average,5.0,Cat_2,B
9688,Female,Yes,27,No,Artist,,Low,2.0,Cat_6,A
8764,Female,No,29,Yes,Healthcare,3.0,Low,6.0,Cat_6,D
206,Female,Yes,72,Yes,Doctor,,High,2.0,Cat_6,C
290,Male,Yes,31,No,Executive,1.0,Average,2.0,Cat_4,D
9402,Male,Yes,37,Yes,Executive,6.0,High,3.0,Cat_6,D
586,Male,Yes,36,Yes,Artist,9.0,Average,5.0,Cat_4,D
1453,Male,No,25,No,Doctor,2.0,Low,,Cat_4,D
4648,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
1553,Female,Yes,81,No,Lawyer,,High,2.0,Cat_6,B
10331,Male,No,23,No,Healthcare,1.0,Low,7.0,Cat_3,D
8481,Female,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_4,B
6701,Male,No,51,Yes,Artist,1.0,Low,2.0,Cat_6,C
4833,Female,No,25,No,Healthcare,1.0,Low,3.0,Cat_6,B
9093,Female,Yes,43,Yes,Artist,9.0,High,4.0,Cat_6,C
6149,Male,Yes,38,No,Entertainment,1.0,Low,3.0,Cat_4,A
7794,Male,Yes,22,No,Entertainment,1.0,Average,3.0,Cat_4,D
2420,Male,Yes,35,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
3740,Female,No,28,No,Engineer,,Low,3.0,Cat_6,D
10196,Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,B
7357,Male,Yes,53,Yes,Healthcare,0.0,High,4.0,Cat_6,A
6973,Female,No,53,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
7019,Male,No,20,No,Healthcare,,Low,3.0,Cat_6,D
7392,Male,Yes,63,Yes,Artist,0.0,Average,,Cat_6,B
1006,Female,Yes,38,Yes,Engineer,1.0,Low,2.0,Cat_6,C
4325,Female,No,40,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
767,Female,Yes,86,Yes,Lawyer,1.0,Low,2.0,Cat_6,B
2945,Female,No,33,Yes,Doctor,0.0,Low,5.0,Cat_6,C
9776,Male,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,D
6611,Female,Yes,78,No,Lawyer,0.0,High,3.0,Cat_6,B
8147,Male,No,29,Yes,Healthcare,,Low,3.0,Cat_6,B
1814,Male,Yes,36,No,Doctor,0.0,Average,2.0,Cat_7,A
4533,Male,Yes,58,Yes,Artist,2.0,Low,1.0,Cat_6,A
10259,Male,Yes,62,Yes,Marketing,1.0,High,5.0,Cat_6,B
9283,Male,No,41,Yes,Artist,0.0,Low,2.0,Cat_3,B
9885,Female,No,30,No,Artist,7.0,Low,1.0,Cat_6,A
5119,Female,No,28,Yes,Healthcare,,Low,,Cat_3,D
4723,Male,No,30,Yes,Marketing,1.0,Low,5.0,Cat_6,C
8976,Male,Yes,45,Yes,Artist,0.0,Average,4.0,Cat_6,C
1560,Male,Yes,38,Yes,Engineer,1.0,Average,3.0,Cat_4,A
4421,Male,No,18,No,Doctor,1.0,Low,2.0,Cat_6,D
8433,Female,Yes,73,No,Lawyer,1.0,Low,2.0,Cat_6,D
10005,Male,Yes,47,No,Entertainment,0.0,Average,3.0,Cat_6,B
1414,Female,Yes,42,Yes,Artist,,Low,2.0,Cat_6,C
10363,Male,Yes,36,No,Entertainment,,Average,3.0,Cat_6,C
8933,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0,Cat_6,C
9014,Male,No,38,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
349,Male,No,29,Yes,Homemaker,5.0,Low,1.0,Cat_6,D
3903,Male,Yes,52,Yes,Entertainment,1.0,Average,5.0,Cat_6,C
6941,Male,No,30,No,Doctor,0.0,Low,5.0,Cat_6,D
4207,Male,No,37,Yes,Artist,8.0,Low,1.0,Cat_6,A
9940,Female,Yes,62,Yes,Lawyer,9.0,Average,2.0,Cat_4,B
3779,Female,Yes,37,Yes,Artist,1.0,High,2.0,Cat_7,A
6256,Female,Yes,58,No,Engineer,1.0,Low,1.0,Cat_6,B
8387,Male,Yes,47,,Healthcare,,Average,4.0,Cat_6,D
7556,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6,C
3961,Male,Yes,88,Yes,Lawyer,3.0,High,2.0,Cat_6,D
3207,Male,Yes,86,No,Lawyer,13.0,Low,1.0,Cat_6,A
4187,Male,Yes,83,Yes,Lawyer,6.0,High,3.0,Cat_6,D
1810,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,A
4986,Female,No,42,Yes,Doctor,0.0,Low,3.0,Cat_6,B
7688,Female,No,43,No,Marketing,0.0,Low,2.0,Cat_4,D
3011,Male,Yes,61,No,Engineer,5.0,Average,3.0,Cat_6,B
1857,Female,Yes,26,No,Engineer,7.0,Low,2.0,Cat_6,A
5710,Male,No,25,Yes,Healthcare,0.0,Low,3.0,Cat_6,D
38,Female,No,39,Yes,Artist,7.0,Low,1.0,Cat_6,A
8636,Male,No,18,No,Doctor,0.0,Low,6.0,Cat_4,D
7877,Female,Yes,89,,Artist,1.0,High,2.0,Cat_6,C
7161,Male,Yes,40,No,Entertainment,14.0,Average,3.0,Cat_6,D
8705,Female,No,25,No,Healthcare,0.0,Low,,Cat_6,D
6028,Female,No,29,No,Engineer,0.0,Low,7.0,Cat_4,C
3478,Female,No,48,Yes,Artist,1.0,Low,1.0,Cat_2,B
7952,Male,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_6,A
4755,Female,Yes,27,No,Artist,6.0,High,5.0,Cat_2,A
5856,Female,No,43,,Entertainment,,Low,1.0,Cat_6,B
3448,Female,Yes,55,Yes,Artist,1.0,Low,1.0,Cat_6,B
9035,Male,Yes,31,No,Entertainment,0.0,Average,3.0,Cat_3,A
1684,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_2,D
1291,Male,Yes,58,Yes,Artist,1.0,Average,3.0,Cat_6,B
7568,Female,No,30,No,Engineer,1.0,Low,,Cat_4,A
2878,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,A
2316,Male,Yes,40,Yes,Doctor,1.0,Average,2.0,Cat_6,B
3106,Male,Yes,60,Yes,Artist,0.0,Low,1.0,Cat_6,B
7607,Female,No,33,No,Engineer,1.0,Low,3.0,Cat_6,D
10026,Female,Yes,48,Yes,Artist,0.0,Average,6.0,Cat_6,A
2819,Male,Yes,53,Yes,Artist,0.0,Average,4.0,Cat_6,B
2855,Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,A
9807,Female,Yes,35,Yes,Artist,1.0,Average,3.0,Cat_6,C
715,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6,D
7278,Female,Yes,73,Yes,Artist,0.0,Low,2.0,Cat_6,C
9247,Female,No,33,No,Doctor,0.0,Low,4.0,Cat_6,D
971,Male,No,19,No,Healthcare,0.0,Low,,Cat_4,D
8694,Female,Yes,58,Yes,Engineer,0.0,Average,4.0,Cat_4,B
7763,Male,Yes,38,No,Executive,9.0,High,5.0,Cat_6,B
10223,Male,,79,No,Lawyer,0.0,Low,1.0,Cat_3,A
9944,Male,Yes,38,Yes,Artist,1.0,Average,2.0,Cat_6,B
2661,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,B
143,Male,Yes,51,Yes,Artist,2.0,Low,2.0,Cat_6,A
9578,Female,Yes,45,Yes,Artist,3.0,High,4.0,Cat_2,C
9744,Male,Yes,63,Yes,Marketing,1.0,High,3.0,Cat_6,C
8394,Female,No,39,Yes,Engineer,14.0,Low,1.0,Cat_6,C
10016,Male,Yes,32,No,Doctor,9.0,Low,2.0,Cat_2,C
2193,Male,No,27,No,Healthcare,10.0,Low,4.0,Cat_6,C
1920,Female,No,27,,Marketing,8.0,Low,4.0,Cat_4,D
743,Female,No,38,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
10118,Female,No,25,No,Healthcare,8.0,Low,,,A
6504,Female,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,C
7744,Male,Yes,55,Yes,Doctor,0.0,Average,2.0,Cat_6,C
3501,Male,Yes,82,No,Lawyer,0.0,High,2.0,Cat_6,A
5892,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,C
2014,Male,No,40,No,Marketing,1.0,Low,1.0,Cat_4,D
1569,Male,Yes,49,No,Entertainment,0.0,Average,4.0,Cat_6,D
10535,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
2601,Female,No,29,Yes,Artist,14.0,Low,2.0,Cat_6,B
433,Male,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,C
9759,Female,Yes,32,Yes,Marketing,8.0,Low,2.0,Cat_6,D
